cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v2.0.0,0.3235,-4.9847,-4.9924,-0.2295,-0.4466,-0.3825,-0.7111,-0.2947,-0.6834,-3.1389,0.2071,-5.182,-5.2105,-0.2166
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v3.0.0,-6.4104,-10.5903,-10.0501,-6.8231,-6.1505,-6.2545,-9.6017,-7.9412,-6.7176,-8.8605,-6.6261,-10.7719,-10.2079,-6.9528
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v4.0.0,-24.129,-31.9628,-30.9269,-24.8991,-21.8903,-22.3631,-31.6512,-29.6549,-23.997,-28.9509,-24.8755,-32.2559,-31.1482,-25.5738
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v5.0.0,-25.8799,-34.5525,-33.9213,-26.7686,-23.4978,-24.0451,-32.5628,-30.9536,-25.5147,-31.3911,-26.6152,-34.9402,-34.1969,-27.4215
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v6.0.0,-27.3272,-35.4134,-35.2553,-28.1753,-25.3522,-25.773,-34.8839,-33.345,-27.4384,-32.9958,-27.9672,-35.9081,-35.5881,-28.7533
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v7.0.0,-28.3547,-36.4437,-36.5027,-29.2144,-27.0185,-27.3482,-36.0091,-34.4341,-28.7574,-34.5747,-29.0304,-36.9432,-36.8469,-29.8256
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v8.0.0,-32.2384,-39.2642,-39.7606,-33.004,-30.323,-30.7933,-39.6832,-38.274,-32.4839,-37.6644,-32.9519,-39.7149,-40.1135,-33.6557
LD,B2,MissionControlClip1_1920x1080_60fps_10bit_420_0450_0579.y4m,v9.0.0,-31.9118,-38.5638,-38.6248,-32.6101,-30.4282,-30.7206,-40.8619,-39.0579,-32.7879,-36.9137,-33.0211,-39.2276,-39.1144,-33.6232
LD,B2,MobileDeviceScreenSharing.y4m,libaom-v3.12.0-constrained,79.52,64.0396,63.4122,78.2354,82.1069,81.4775,75.8414,80.2957,86.4429,82.3711,79.3601,65.0558,64.1722,77.9483
LD,B2,MobileDeviceScreenSharing.y4m,libaom-v3.12.0-unconstrained,80.7964,73.1284,75.5539,80.2285,83.4106,82.5831,79.7197,82.4849,86.664,78.9406,81.1875,73.6677,74.4859,80.5828
LD,B2,MobileDeviceScreenSharing.y4m,v2.0.0,-4.1618,-11.5027,-6.6304,-4.631,-3.5271,-3.7254,-0.2941,0.2663,-4.3473,-6.5187,-4.1914,-11.3492,-7.2731,-4.4041
LD,B2,MobileDeviceScreenSharing.y4m,v3.0.0,-9.6864,-18.328,-15.9519,-10.3825,-7.2919,-7.5119,-7.6596,-5.6292,-7.8686,-14.7202,-9.7377,-17.9512,-15.9939,-9.9839
LD,B2,MobileDeviceScreenSharing.y4m,v4.0.0,-27.6558,-36.329,-36.0356,-28.459,-26.5582,-26.9832,-24.1703,-22.3997,-26.8168,-32.5486,-27.6629,-36.0184,-36.2354,-27.9886
LD,B2,MobileDeviceScreenSharing.y4m,v5.0.0,-30.0777,-38.7599,-38.9603,-30.9042,-28.0476,-28.749,-27.1357,-24.9825,-29.1718,-34.1665,-30.1004,-38.5645,-39.1397,-30.4353
LD,B2,MobileDeviceScreenSharing.y4m,v6.0.0,-38.9613,-49.1,-49.4839,-39.9776,-39.3095,-39.1837,-38.9776,-37.0205,-40.0343,-46.1436,-39.0189,-48.7698,-49.6102,-39.5114
LD,B2,MobileDeviceScreenSharing.y4m,v7.0.0,-40.6689,-49.9506,-51.7533,-41.6806,-40.5113,-40.5177,-40.6213,-38.6867,-41.4693,-46.1669,-40.7338,-49.76,-51.8126,-41.207
LD,B2,MobileDeviceScreenSharing.y4m,v8.0.0,-43.1233,-51.95,-51.9825,-43.9891,-42.6946,-42.7799,-42.1838,-40.4078,-43.4239,-48.6071,-43.1903,-51.8429,-52.2978,-43.6255
LD,B2,MobileDeviceScreenSharing.y4m,v9.0.0,-45.6769,-54.6538,-52.7627,-46.5019,-46.4981,-46.2804,-46.2759,-44.5864,-47.0267,-50.4743,-45.7309,-54.6018,-53.1504,-46.1987
LD,B2,SceneComposition_2.y4m,libaom-v3.12.0-constrained,52.4602,41.3592,28.7218,50.4831,40.1149,39.5846,45.4813,49.0756,43.8023,57.0507,52.4106,39.3768,25.8295,48.7448
LD,B2,SceneComposition_2.y4m,libaom-v3.12.0-unconstrained,33.532,27.8283,21.3056,32.4196,37.4121,37.453,34.5747,35.5295,37.3407,34.4557,33.6034,29.428,23.5928,32.703
LD,B2,SceneComposition_2.y4m,v2.0.0,-3.6959,-26.8962,-30.6749,-6.5793,-3.7436,-3.7965,-2.3822,-0.9599,-6.4303,-16.8191,-3.7207,-26.6748,-29.7716,-6.9632
LD,B2,SceneComposition_2.y4m,v3.0.0,-12.8621,-22.7655,-35.5066,-14.7465,-13.7488,-13.814,-15.1648,-12.5766,-14.9208,-20.2606,-12.8793,-23.0084,-34.7753,-15.2044
LD,B2,SceneComposition_2.y4m,v4.0.0,-22.7721,-40.3476,-48.1157,-25.4699,-23.3465,-23.6069,-26.4773,-23.5747,-25.5651,-37.2911,-22.7831,-40.2489,-46.9903,-26.1486
LD,B2,SceneComposition_2.y4m,v5.0.0,-24.884,-42.1028,-50.4509,-27.5999,-26.2502,-26.7262,-30.0116,-27.2633,-28.3164,-40.3583,-24.9104,-42.1766,-49.7346,-28.357
LD,B2,SceneComposition_2.y4m,v6.0.0,-28.9458,-51.3673,-57.2611,-32.3971,-31.3345,-31.2041,-35.2036,-33.0124,-33.0893,-47.3565,-28.9856,-51.6934,-57.6687,-33.2982
LD,B2,SceneComposition_2.y4m,v7.0.0,-29.9879,-52.5691,-58.4909,-33.5232,-33.5055,-33.548,-34.2026,-32.3176,-34.695,-48.6019,-30.0461,-52.7834,-58.7735,-34.3882
LD,B2,SceneComposition_2.y4m,v8.0.0,-34.7174,-55.9726,-61.1371,-37.9315,-37.74,-37.4964,-41.2113,-39.1174,-38.987,-52.0368,-34.7698,-56.2793,-61.3771,-38.7665
LD,B2,SceneComposition_2.y4m,v9.0.0,-36.2714,-57.8543,-62.2139,-39.5023,-39.5616,-39.741,-42.996,-41.0837,-41.3804,-54.2299,-36.3501,-58.1589,-62.4804,-40.3413
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,libaom-v3.12.0-constrained,11.2406,7.8575,8.615,10.9026,8.199,8.6055,16.0464,15.941,10.9859,8.0861,13.2716,13.6504,16.0623,13.7846
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,libaom-v3.12.0-unconstrained,20.1025,20.9229,21.9203,20.2424,19.6924,19.7204,24.3012,25.0443,19.897,20.7287,21.3629,21.8872,25.036,22.103
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v2.0.0,-3.3012,-11.3121,-10.2168,-4.0798,-4.0145,-3.6387,-5.0858,-4.5953,-4.3822,-2.5564,-3.224,-12.2388,-15.4207,-5.7359
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v3.0.0,-14.5794,-16.9729,-19.0048,-14.9219,-18.6958,-17.8949,-19.1896,-17.2121,-16.1475,-10.0948,-14.7006,-20.8273,-24.0682,-16.5119
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v4.0.0,-33.4862,-38.7636,-39.972,-34.1137,-36.5192,-35.9423,-35.6082,-34.1186,-34.0612,-28.9716,-34.2989,-40.7652,-45.4706,-36.3094
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v5.0.0,-37.2567,-50.9462,-48.7399,-38.6722,-40.0579,-39.685,-38.683,-37.2579,-38.5142,-41.4364,-37.7626,-53.0548,-55.2366,-41.7515
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v6.0.0,-44.5998,-58.0563,-57.4929,-46.1079,-50.7108,-49.8931,-51.6642,-50.393,-47.3153,-51.2319,-45.2706,-60.2179,-61.6948,-49.1458
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v7.0.0,-46.9069,-60.235,-60.2587,-48.4555,-52.8587,-52.1834,-53.6917,-52.4908,-49.918,-53.9767,-47.458,-62.0404,-63.9017,-51.3173
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v8.0.0,-50.4694,-62.8331,-62.7731,-51.886,-56.1866,-55.5107,-56.6481,-55.6331,-53.2939,-57.6677,-50.9316,-64.3885,-66.3322,-54.4679
LD,B2,Slides1_1920x1080_30fps_8bit_420.y4m,v9.0.0,-52.7352,-64.8237,-63.9837,-54.0782,-58.4758,-57.7176,-59.9416,-58.9984,-55.9085,-58.042,-53.0963,-66.5023,-68.1941,-56.5371
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,libaom-v3.12.0-constrained,-1.8427,-5.1339,-5.2093,-2.1953,-1.973,-2.8622,-5.071,-4.2709,0.4398,-2.2093,-5.7449,-8.1385,-7.5001,-6.2024
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,libaom-v3.12.0-unconstrained,3.8594,7.3102,7.6253,4.2037,2.711,2.3761,4.0999,4.0864,3.6526,4.4977,5.6263,8.5998,9.2587,6.4054
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v2.0.0,-2.665,-19.3094,-17.1412,-4.061,-3.6497,-3.8766,-3.9742,-3.556,-3.7929,-8.3895,-2.4127,-7.8329,-6.4181,-3.0191
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v3.0.0,-10.7364,-23.5717,-22.3529,-11.8246,-10.3752,-10.5914,-15.8227,-14.0087,-9.9626,-11.9423,-10.6074,-12.9908,-11.9008,-10.8929
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v4.0.0,-20.5213,-35.2173,-30.9486,-21.6878,-20.7939,-21.2262,-24.48,-22.6619,-20.2032,-24.1773,-20.2442,-24.4718,-23.1848,-20.7946
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v5.0.0,-24.4266,-38.4196,-37.4282,-25.6861,-24.8695,-25.3473,-28.6286,-27.1714,-24.4938,-28.6194,-24.0173,-27.544,-26.9422,-24.543
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v6.0.0,-29.5194,-41.9706,-40.9059,-30.681,-29.9939,-30.6494,-36.906,-36.8774,-29.7768,-38.1811,-28.8503,-30.9565,-30.7192,-29.1393
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v7.0.0,-30.9509,-41.9504,-40.5988,-31.9315,-32.1478,-32.7532,-39.0222,-38.9458,-31.172,-30.8704,-30.0578,-31.4016,-30.8764,-30.2071
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v8.0.0,-33.1184,-44.2108,-42.5106,-34.0821,-34.613,-35.1867,-40.3099,-40.4376,-33.5256,-34.7649,-32.2011,-33.5919,-32.934,-32.3508
LD,B2,Slides2r_1920x1080_30fps_8bit_420.y4m,v9.0.0,-33.728,-44.072,-43.0497,-34.6364,-36.589,-36.9369,-42.2777,-42.4175,-35.2486,-36.2997,-33.1836,-33.9765,-33.692,-33.2304
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,libaom-v3.12.0-constrained,4.6255,11.2274,10.9257,5.2378,4.8429,4.1856,5.8832,6.0683,6.0849,9.2731,3.9321,9.0627,9.4022,4.8011
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,libaom-v3.12.0-unconstrained,16.3314,9.6024,7.7494,15.5569,18.5466,18.3449,28.9298,28.05,22.5589,5.3506,17.1433,12.1595,9.8573,16.9182
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v2.0.0,-4.1035,-19.9162,-15.8597,-5.5012,-6.0941,-5.9062,-5.4201,-4.9796,-7.0229,-15.3792,-4.3457,-20.2337,-15.9661,-5.7174
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v3.0.0,-24.4853,-33.7432,-33.1609,-25.3957,-23.7151,-23.8514,-26.1502,-24.5777,-24.7465,-31.7278,-24.4072,-33.2954,-33.3223,-25.3349
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v4.0.0,-32.86,-45.3042,-46.1427,-34.2216,-33.5461,-33.5588,-35.1235,-33.3874,-34.1446,-42.2367,-32.8087,-44.7441,-45.9561,-34.1474
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v5.0.0,-36.1669,-50.7689,-50.6341,-37.8766,-36.4766,-36.4452,-37.9549,-36.6202,-37.569,-46.6186,-36.103,-50.5032,-50.6597,-37.7941
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v6.0.0,-41.9825,-55.6578,-57.9882,-43.7192,-42.92,-42.9734,-45.4006,-43.8241,-43.9617,-52.5602,-41.9891,-55.622,-58.3052,-43.6718
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v7.0.0,-43.4143,-56.3771,-59.0235,-45.0926,-44.5718,-44.5792,-46.2044,-44.8765,-45.4131,-53.2587,-43.4535,-56.177,-59.3114,-45.0777
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v8.0.0,-47.7335,-60.4412,-61.8149,-49.2781,-49.4057,-49.4078,-50.0623,-48.9352,-49.8105,-57.047,-47.7805,-60.3883,-62.0344,-49.2566
LD,B2,Spreadsheet_1920x1080_30fps_8bit_420_130f.y4m,v9.0.0,-51.6342,-62.9576,-64.3671,-53.0173,-53.1547,-53.1347,-53.9765,-52.4981,-53.6662,-59.7924,-51.7056,-63.1317,-64.7269,-53.0707
LD,B2,Wikipedia_1920x1080p30.y4m,libaom-v3.12.0-constrained,3.8368,-2.7386,-1.9949,3.1138,8.6258,7.5325,3.2243,1.4691,2.828,0.6983,3.2941,-4.6309,-2.6228,1.6995
LD,B2,Wikipedia_1920x1080p30.y4m,libaom-v3.12.0-unconstrained,5.923,5.3301,3.3895,5.5846,-3.1032,0.0055,15.3418,12.9775,9.244,-2.466,11.135,8.1889,6.423,10.9405
LD,B2,Wikipedia_1920x1080p30.y4m,v2.0.0,-3.8651,-13.4178,-12.6627,-4.7072,-4.9796,-4.9363,-3.1216,-2.604,-4.7452,-8.7142,-4.008,-13.1689,-12.2962,-4.9837
LD,B2,Wikipedia_1920x1080p30.y4m,v3.0.0,-11.0198,-18.6541,-17.9726,-11.6875,-11.5649,-11.4193,-11.5222,-10.2407,-10.8528,-15.0662,-11.0771,-18.5293,-17.7508,-11.8838
LD,B2,Wikipedia_1920x1080p30.y4m,v4.0.0,-22.9883,-32.8617,-32.5759,-23.916,-23.3993,-23.4862,-23.9006,-22.9473,-23.2634,-28.3917,-23.1792,-32.3399,-31.6919,-24.395
LD,B2,Wikipedia_1920x1080p30.y4m,v5.0.0,-24.498,-34.7418,-33.8311,-25.4443,-25.4609,-25.5825,-25.7726,-24.496,-25.0957,-30.2808,-24.6929,-34.2402,-33.0202,-25.9616
LD,B2,Wikipedia_1920x1080p30.y4m,v6.0.0,-30.1013,-43.4149,-42.4377,-31.4178,-31.0179,-30.8374,-32.4658,-31.0624,-30.6397,-37.0647,-30.3844,-43.5375,-42.1974,-32.1871
LD,B2,Wikipedia_1920x1080p30.y4m,v7.0.0,-32.4953,-45.9969,-45.1921,-33.8453,-33.4745,-33.3103,-33.1865,-32.4553,-33.2084,-39.0706,-32.807,-46.1495,-45.0109,-34.6346
LD,B2,Wikipedia_1920x1080p30.y4m,v8.0.0,-35.3189,-48.1374,-47.3333,-36.5853,-36.3917,-36.2557,-35.339,-34.8606,-35.8412,-41.983,-35.589,-48.3026,-47.0836,-37.2811
LD,B2,Wikipedia_1920x1080p30.y4m,v9.0.0,-36.9711,-49.653,-49.1514,-38.2393,-38.2684,-37.9707,-38.4505,-37.6228,-37.8684,-43.94,-37.3291,-49.9219,-48.9036,-38.9994
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,-2.254,-7.6178,-5.967,-2.8971,-4.2812,-2.5552,-1.9871,-4.6077,-2.7551,-4.3431,-2.5073,-8.1619,-6.5193,-3.2215
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,-10.0698,-18.3947,-16.0644,-11.0412,-4.5814,-11.035,-10.183,-11.7814,-10.1112,-15.414,-10.2841,-18.5705,-16.2056,-11.2183
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-3.5147,-8.4038,-10.8196,-4.2926,-2.6257,-3.1979,-3.8551,-3.4982,-3.4459,-6.1624,-3.5519,-8.4085,-10.898,-4.3327
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-13.3521,-13.2186,-17.8701,-13.6408,-10.4651,-12.1907,-18.8926,-16.1305,-12.1352,-13.4601,-13.4674,-13.2422,-17.9872,-13.7746
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-19.8185,-24.6979,-28.1666,-20.6852,-16.5919,-18.8943,-26.7039,-23.3064,-18.6818,-22.0799,-19.9339,-24.7122,-28.2411,-20.8043
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-21.6631,-28.938,-37.0399,-23.1963,-18.2293,-20.7009,-28.2772,-25.0885,-20.7162,-25.5435,-21.772,-28.9078,-37.0884,-23.2815
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-24.2419,-30.9534,-39.9813,-25.773,-21.2519,-23.3913,-30.8249,-27.7276,-23.3684,-28.5126,-24.3539,-30.9417,-40.0279,-25.8641
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-25.1773,-33.1814,-42.6506,-26.9344,-22.2693,-24.339,-31.7127,-28.6076,-24.4508,-30.4294,-25.3006,-33.178,-42.6898,-27.0198
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-25.8877,-35.1278,-44.3062,-27.7996,-22.532,-24.8966,-31.2714,-28.5652,-25.1423,-31.8276,-26.018,-35.1621,-44.3736,-27.8781
RA,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-27.5113,-33.5192,-43.5707,-29.0152,-24.4325,-25.7019,-32.8664,-30.1736,-26.8059,-31.0842,-27.6881,-33.5678,-43.6652,-29.1673
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,-0.0404,-14.3436,-14.3505,-2.0858,-3.5293,-4.7391,-2.6524,-2.9156,-3.2296,-7.6853,0.0416,-14.6631,-14.6759,-1.3711
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,-5.7869,-0.1901,2.0269,-4.8899,-3.0028,-6.1061,-11.9715,-11.9644,-7.065,-1.9861,-6.3994,-0.5289,1.6436,-5.7536
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-4.3163,-5.8037,-4.1814,-4.3966,-2.2819,-4.2134,-5.6135,-5.5192,-4.0592,-4.1521,-4.379,-5.7962,-4.1876,-4.4493
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-17.6271,-17.0747,-14.8436,-17.3968,-13.964,-17.6479,-21.3716,-20.6114,-16.5968,-16.4542,-17.7666,-17.0697,-14.7658,-17.6143
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-24.0577,-28.0565,-27.0001,-24.5239,-20.1075,-24.2758,-30.3565,-28.921,-23.1072,-24.8327,-24.2078,-28.0913,-26.9515,-24.5304
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-26.2746,-32.7083,-29.3479,-26.9066,-22.2116,-26.3559,-32.6268,-31.136,-25.208,-28.0033,-26.4262,-32.7069,-29.2846,-26.8922
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-29.2636,-35.5601,-31.6567,-29.8257,-26.0143,-29.7834,-35.2599,-33.8127,-28.0797,-31.0551,-29.4059,-35.581,-31.6241,-29.8298
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-29.7636,-39.2694,-37.0453,-30.9027,-26.4803,-30.2641,-36.13,-34.5885,-28.9213,-32.6576,-29.9249,-39.345,-37.1024,-30.7263
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-29.8249,-39.6968,-36.9902,-30.977,-26.4629,-30.3919,-35.2091,-33.8744,-29.0193,-32.7766,-29.9716,-39.7681,-37.0427,-30.7874
RA,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-32.6748,-38.6775,-36.0785,-33.2996,-29.8762,-32.775,-37.4391,-36.1228,-31.9153,-33.8261,-32.9176,-38.7564,-36.226,-33.3723
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,-3.3139,-6.9428,-6.1426,-3.7197,-2.301,-4.4474,-3.3478,-2.2248,-3.9151,-5.6667,-3.9996,-7.5203,-6.6866,-4.3952
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,-7.2352,-7.4191,-8.1285,-7.2847,-5.1816,-8.7159,-7.9416,-6.3386,-7.5387,-8.9813,-8.3402,-8.732,-9.4591,-8.3953
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-3.4087,-10.6409,-8.2265,-4.1176,-2.3181,-2.9634,-4.2843,-3.9528,-3.1906,-5.6364,-3.4153,-10.859,-8.2085,-4.1146
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-14.1743,-16.904,-14.644,-14.3614,-11.7545,-13.2572,-21.548,-19.763,-13.0019,-14.5181,-14.1136,-17.0455,-14.5095,-14.3261
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-23.6862,-30.6642,-26.7469,-24.2851,-20.308,-22.9793,-33.0657,-30.6298,-22.0879,-25.4995,-23.5898,-30.8104,-26.6261,-24.1995
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-25.7263,-38.3309,-32.7331,-26.9368,-22.1941,-24.8802,-35.7589,-33.2538,-24.2023,-29.5678,-25.6318,-38.3933,-32.5723,-26.7972
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-28.2486,-40.5193,-35.2123,-29.4391,-25.0783,-27.6879,-37.9739,-35.5349,-26.6635,-32.3737,-28.1048,-40.5419,-35.0498,-29.2557
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-28.9234,-42.3058,-36.7377,-30.2411,-25.861,-28.3272,-38.8155,-36.3961,-27.369,-33.6493,-28.775,-42.2862,-36.4801,-30.0233
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-29.4163,-42.8192,-37.633,-30.7604,-26.2392,-28.806,-39.1351,-36.7205,-27.855,-34.159,-29.2829,-42.7735,-37.341,-30.5485
RA,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-31.5939,-41.8603,-36.751,-32.5309,-29.3456,-30.6591,-41.2909,-38.9225,-30.0528,-34.877,-31.3275,-41.7964,-36.4263,-32.2357
RA,A1,Neon1224_3840x2160_2997fps.y4m,libaom-v3.12.0-constrained,3.6951,1.5229,5.2461,3.6658,4.2902,2.554,8.3417,7.7389,4.1608,1.2239,5.6506,3.1522,7.6374,5.6956
RA,A1,Neon1224_3840x2160_2997fps.y4m,libaom-v3.12.0-unconstrained,-5.4834,-7.3965,-6.9985,-5.7126,-5.1112,-4.8416,-7.5626,-7.775,-6.2799,-6.4701,-7.4778,-8.6769,-8.4273,-7.6537
RA,A1,Neon1224_3840x2160_2997fps.y4m,v2.0.0,-5.2943,-4.1597,-3.8888,-5.1296,-4.1828,-4.6739,-6.9012,-6.7863,-5.0572,-5.5504,-5.2795,-3.9957,-3.7309,-4.9755
RA,A1,Neon1224_3840x2160_2997fps.y4m,v3.0.0,-12.2159,-8.0968,-8.592,-11.7233,-9.7598,-11.6325,-14.6003,-14.4156,-11.3525,-11.0143,-12.2642,-7.9106,-8.5024,-11.4521
RA,A1,Neon1224_3840x2160_2997fps.y4m,v4.0.0,-16.9037,-15.8503,-16.5769,-16.8244,-14.3281,-16.5387,-21.6781,-20.8483,-16.2966,-16.9395,-16.9961,-15.7144,-16.538,-16.8078
RA,A1,Neon1224_3840x2160_2997fps.y4m,v5.0.0,-18.3952,-17.2091,-17.4121,-18.2652,-15.7885,-18.0204,-23.3658,-22.4908,-17.7154,-18.487,-18.4999,-17.0549,-17.34,-18.2143
RA,A1,Neon1224_3840x2160_2997fps.y4m,v6.0.0,-21.5883,-19.281,-19.5009,-21.3119,-19.9159,-22.3408,-27.0741,-26.2203,-20.7774,-21.5544,-21.7646,-19.1823,-19.5158,-21.2642
RA,A1,Neon1224_3840x2160_2997fps.y4m,v7.0.0,-22.5066,-21.7981,-21.9158,-22.4282,-20.6856,-23.1124,-28.4355,-27.5078,-21.917,-23.2317,-22.6932,-21.7141,-21.9231,-22.5076
RA,A1,Neon1224_3840x2160_2997fps.y4m,v8.0.0,-23.0329,-22.4677,-22.6053,-22.9743,-20.9298,-23.5981,-28.3849,-27.5476,-22.4362,-23.727,-23.2227,-22.357,-22.5955,-23.0635
RA,A1,Neon1224_3840x2160_2997fps.y4m,v9.0.0,-24.7849,-24.3242,-24.4822,-24.7395,-22.7376,-24.9427,-30.2992,-29.4742,-24.2313,-25.1766,-25.2693,-24.5783,-24.8244,-25.1512
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,libaom-v3.12.0-constrained,2.9314,-5.1302,-9.2405,2.2053,1.2902,1.1721,3.6308,3.5086,2.0983,-2.9488,4.0194,-5.472,-9.505,2.9451
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,libaom-v3.12.0-unconstrained,-12.4003,-11.2796,-10.7329,-12.2852,-13.275,-15.3987,-11.5122,-11.6006,-12.2315,-16.369,-13.4263,-11.9872,-10.7167,-13.4174
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v2.0.0,4.6795,-3.0877,-5.7347,3.9733,0.0938,2.4867,0.3589,0.1928,2.872,1.242,5.1568,-2.8303,-5.9296,4.3166
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v3.0.0,-9.7442,-16.6423,-21.4161,-10.4417,-9.1986,-9.1855,-14.4992,-13.8405,-9.7117,-11.9115,-9.9795,-16.7713,-21.5021,-11.1702
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v4.0.0,-16.2538,-28.6663,-35.7709,-17.5123,-14.8987,-15.502,-22.218,-21.1108,-16.0707,-19.9809,-16.3703,-28.7894,-35.82,-18.4867
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v5.0.0,-19.3172,-40.7239,-43.698,-21.2121,-18.0404,-18.8268,-23.7552,-22.7164,-19.547,-26.5986,-19.5018,-40.7915,-43.8119,-22.9609
RA,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v6.0.0,-20.956,-43.097,-44.2018,-22.8306,-19.4357,-20.4407,-25.6337,-24.5717,-21.1725,-28.1009,-21.1009,-43.1828,-44.316,-24.6297
